Greek Word,Frequency Rank,Theme,Level,French Translation,Part of Speech
το φλιτζάνι,4098,General,107,,
βασιλικός,4101,General,107,,
μελίσα,4103,General,107,,
αρνείσαι,4105,General,107,,
τόμσον,4106,General,107,,
σχετίζω / σχέτισα,4108,General,107,,
το καροτσάκι,4111,General,107,,
ο αυτοκράτορας,4112,General,107,,
ο καιρος,4113,General,107,,
καρτέλ,4114,General,107,,
διώξω / έδιωξα,4115,General,107,,
απογοητεύσω / απογοήτευσα,4117,General,107,,
η μπουνιά,4118,General,107,,
μικρότερη,4119,General,107,,
προσπαθούσεςς,4120,General,107,,
το μικρόφωνο,4121,General,107,,
μπρόντι,4122,General,107,,
η σατανά,4123,General,107,,
βολικός,4124,General,107,,
ξεχνώ / ξέχασα,4125,General,107,,
μιχαήλ,4126,General,107,,
ο χημικός,4127,General,107,,
η βεράντα,4128,General,107,,
κερκ,4129,General,107,,
ο όγκος,4130,General,107,,
ο βιασμός,4131,General,107,,
το ράνταλς,4132,General,107,,
το ψυχοπαθήςς,4133,General,108,,
πολλών,4134,General,108,,
η κρύψη,4137,General,108,,
αφος,4138,General,108,,
άρχοντά,4139,General,108,,
ελκυστικός,4140,General,108,,
φτωχός,4141,General,108,,
ινδιάνος,4142,General,108,,
το χωράφιο,4143,General,108,,
το σαπούνι,4144,General,108,,
φορντ,4145,General,108,,
το μπράντι,4147,General,108,,
ο πειρατής,4148,General,108,,
η καβγά,4150,General,108,,
φυλάω / φύλαξα,4151,General,108,,
το ολόκληροςς,4152,General,108,,
μάντισον,4153,General,108,,
κοντινός,4154,General,108,,
η κουρτίνα,4155,General,108,,
κάσι,4156,General,108,,
οι μπλέξεις,4157,General,108,,
η ονόματά,4159,General,108,,
εξετάζω / εξέταζα,4160,General,108,,
το παράπονο,4161,General,108,,
σονγκ,4163,General,108,,
η ανιψιά,4164,General,108,,
νάτος,4165,General,108,,
χαλάω / χάλασα,4166,General,108,,
κανενα,4167,General,108,,
λάμπω / έλαμψα,4168,General,108,,
ο φονιάς,4169,General,109,,
η γεννήτρια,4170,General,109,,
ο αλεξάντερ,4171,General,109,,
το μαλλον,4175,General,109,,
η δομή,4176,General,109,,
πανέμορφος,4177,General,109,,
σπιτικός,4178,General,109,,
ξεχωριστάς,4179,General,109,,
ο εκτος,4181,General,109,,
βιογραφικός,4182,General,109,,
το σίμσον,4183,General,109,,
ο φαγητός,4184,General,109,,
ήπιος,4185,General,109,,
η εχθρού,4186,General,109,,
ο καρπός,4188,General,109,,
τα λάστιχα,4189,General,109,,
ο επιζώντης,4190,General,109,,
τρελαίνω / τρέλανα,4191,General,109,,
ο γαμπρός,4192,General,109,,
μπαντ,4193,General,109,,
μπελά,4194,General,109,,
το διατάζω,4195,General,109,,
αργοτερα,4197,General,109,,
κάνσας,4198,General,109,,
ο ντάγκλας,4200,General,109,,
το βάιολετ,4201,General,109,,
αναμονής,4202,General,109,,
κρίσιμος,4203,General,109,,
το σούζι,4204,General,109,,
νταϊάνα,4205,General,109,,
η απουσία,4206,General,110,,
ξαναγίνομαι / ξαναέγινα,4207,General,110,,
το κανάλιο,4208,General,110,,
το κρεββάτι,4210,General,110,,
κάμπελ,4211,General,110,,
ο ειδών,4212,General,110,,
σιάτλ,4213,General,110,,
οι αποφύγεις,4214,General,110,,
το πορτοκαλί,4215,General,110,,
μοιράζομαι / μοιράσθηκα,4216,General,110,,
το βραδυ,4217,General,110,,
ο συνάδελφος,4218,General,110,,
διασκεδάζεις,4220,General,110,,
εκπλήσσω / εξέπληξα,4221,General,110,,
ο χαβάης,4222,General,110,,
η θήκη,4223,General,110,,
το πάτσι,4224,General,110,,
γάμησέ,4225,General,110,,
το άκρο,4226,General,110,,
ο ημερών,4229,General,110,,
ο πόρος,4231,General,110,,
άντριος,4232,General,110,,
ντυμένη,4235,General,110,,
περίμενές,4236,General,110,,
ο φλας,4237,General,110,,
το κλίνγκον,4238,General,110,,
το ρενέ,4239,General,110,,
ο οποιος,4240,General,110,,
πηδάω / πήδηξα,4241,General,110,,
ποπ,4242,General,110,,
συναντηθεί,4243,General,111,,
το ράμμα,4246,General,111,,
το απόσπασμα,4247,General,111,,
το φράγμα,4248,General,111,,
η παραμύθια,4249,General,111,,
το γύρισμα,4250,General,111,,
πάθω / έπαθα,4251,General,111,,
το λεπτο,4252,General,111,,
χάντερ,4253,General,111,,
το επέτειο,4254,General,111,,
φυσιολογικόςς,4255,General,111,,
μπέντζαμιν,4257,General,111,,
αρνηθεί,4258,General,111,,
αθλητικός,4259,General,111,,
το βίκυ,4260,General,111,,
σέξυ,4261,General,111,,
θησαυρόςς,4264,General,111,,
ο κάτοικος,4265,General,111,,
διαφωνώ,4266,General,111,,
τζουλςς,4267,General,111,,
η φούστα,4268,General,111,,
ιδανικός,4269,General,111,,
αγ,4270,General,111,,
το σκουλήκι,4271,General,111,,
ο σύννεφος,4272,General,111,,
σηκώνω / σήκωσα,4273,General,111,,
σιμόν,4274,General,111,,
υψηλά,4275,General,111,,
ο αντιπρόεδρος,4276,General,111,,
τρέβορ,4277,General,111,,
ο καταυλισμός,4279,General,112,,
φτηνό,4282,General,112,,
το τηλεγράφημα,4284,General,112,,
το στρες,4285,General,112,,
η μέλισσα,4286,General,112,,
όντρεϊ,4287,General,112,,
το δάφνος,4288,General,112,,
το εξώφυλλο,4289,General,112,,
ο μάγκης,4290,General,112,,
τα τριαντάφυλλα,4292,General,112,,
δικη,4293,General,112,,
το μιγκέλ,4294,General,112,,
η φλέβα,4295,General,112,,
δέλτα,4296,General,112,,
παλέψω / πάλεψα,4297,General,112,,
αφελής,4299,General,112,,
υπο,4300,General,112,,
διδάξω / δίδαξα,4301,General,112,,
ο αντρός,4302,General,112,,
γαμώ / γάμησα,4304,General,112,,
ο αχυρώνας,4305,General,112,,
υψηλό,4306,General,112,,
ο ματς,4308,General,112,,
το χαιρετισμούςς,4309,General,112,,
το ελάφι,4310,General,112,,
σπάσω / έσπασα,4311,General,112,,
κλάψω / έκλαψα,4312,General,112,,
το στοιχήμα,4313,General,112,,
κατεβαίνω / κατέβη,4315,General,112,,
ο ενόρκος,4316,General,112,,
ντόιλς,4317,General,113,,
αδύναμος,4319,General,113,,
μόρις,4320,General,113,,
μακλάουντ,4321,General,113,,
το μπ,4322,General,113,,
το ον,4323,General,113,,
απορώ / απόρησα,4324,General,113,,
ντέιτο,4325,General,113,,
βαριέμαι / βαρέθηκα,4326,General,113,,
λίντσεϊ,4327,General,113,,
το ράφι,4328,General,113,,
γοητευτικός,4329,General,113,,
το στιλ,4330,General,113,,
η ρίζα,4331,General,113,,
μωρής,4332,General,113,,
ξεπληρώσω / ξεπλήρωσα,4333,General,113,,
γυμναστικός,4334,General,113,,
ο χάμπουργκερ,4335,General,113,,
φορέσει / φόρεσε,4336,General,113,,
το καλωσήρθες,4337,General,113,,
ο μονος,4339,General,113,,
ο στόλος,4340,General,113,,
θηλυκός,4341,General,113,,
ο πόλος,4342,General,113,,
η επίπτωση,4343,General,113,,
ο δράκος,4345,General,113,,
τυφλή,4347,General,113,,
ο ψυχίατρος,4348,General,113,,
κλειδωμένος,4350,General,113,,
ο μαρτύρων,4351,General,113,,
ξαπλώνω / εξάπλωσα,4352,General,114,,
τα νώτα,4353,General,114,,
η συνοδεία,4354,General,114,,
το λίπος,4355,General,114,,
το εμπιστέψου,4356,General,114,,
εξοχικός,4358,General,114,,
ο διάολος,4360,General,114,,
μπέβερλι,4362,General,114,,
άντζελα,4363,General,114,,
λούσυ,4364,General,114,,
ικανοποιημένος,4366,General,114,,
οι φαί,4367,General,114,,
η διάγνωση,4368,General,114,,
έλι,4369,General,114,,
το μεθόδους,4371,General,114,,
σενιόρ,4372,General,114,,
βοστώνη,4373,General,114,,
το ένστικτό,4374,General,114,,
ελάχιστος,4375,General,114,,
παρακολουθούσα,4376,General,114,,
το χωράφι,4377,General,114,,
δεκτός,4378,General,114,,
η χάρα,4379,General,114,,
το σπιτάκι,4380,General,114,,
η έκπτωση,4381,General,114,,
γενναίο,4382,General,114,,
το λυκείου,4383,General,114,,
το σφάλμα,4385,General,114,,
τα κουμπιά,4386,General,114,,
διαθέσιμος,4387,General,114,,
το πιλότο,4388,General,115,,
το γκάμπι,4389,General,115,,
κάλυψε,4390,General,115,,
η μάζα,4391,General,115,,
το όμηρο,4394,General,115,,
πρωτος,4395,General,115,,
η λύπη,4396,General,115,,
η μήλα,4398,General,115,,
η γωνιά,4399,General,115,,
το αναπνεύσω,4400,General,115,,
φθινόπωρο,4404,General,115,,
η χορεύτρια,4405,General,115,,
οι καλλιτέχνες,4406,General,115,,
ευαίσθητος,4408,General,115,,
συνέλθει / σύνελθε,4409,General,115,,
η καραμπίνα,4411,General,115,,
αναγκαίος,4412,General,115,,
η αγοριού,4413,General,115,,
φιλικός,4414,General,115,,
το βίβιαν,4415,General,115,,
μενταγιόν,4416,General,115,,
η ακτινοβολία,4418,General,115,,
φτωχή,4419,General,115,,
απέχω / απείχα,4420,General,115,,
η δίαιτα,4421,General,115,,
φανερός,4423,General,115,,
άσχετα,4424,General,115,,
τζέην,4425,General,115,,
το προνόμιο,4426,General,115,,
οι πιείς,4428,General,115,,
ο κοριτσιών,4429,General,116,,
ντέμπι,4430,General,116,,
κοντα,4431,General,116,,
ρεξ,4434,General,116,,
τρελός,4435,General,116,,
σκάζω / έσκασα,4436,General,116,,
το χόλιγουντ,4437,General,116,,
το ταβάνι,4439,General,116,,
η μαριχουάνα,4441,General,116,,
η όψη,4442,General,116,,
μαθευτεί,4443,General,116,,
μπένι,4444,General,116,,
το καράβι,4445,General,116,,
καλύτερός,4446,General,116,,
το κέιλεμπς,4447,General,116,,
το ντώσον,4448,General,116,,
το μπερνς,4450,General,116,,
αντρέ,4452,General,116,,
το κρίστι,4453,General,116,,
ελαφρά,4455,General,116,,
γλιτώνω / γλίτωσα,4456,General,116,,
η πάπα,4457,General,116,,
ζωολογικός,4458,General,116,,
καημένος,4460,General,116,,
βρεθείς,4461,General,116,,
το τοίχοςς,4462,General,116,,
το εβραίους,4463,General,116,,
παλεύω / πάλεψα,4464,General,116,,
ο υπαστυνόμος,4468,General,116,,
το παλικάρι,4469,General,116,,
θέτω / έθεσα,4470,General,117,,
το αγαπημένε,4471,General,117,,
το ντινόζο,4472,General,117,,
το κόψιμο,4476,General,117,,
η ναυτία,4477,General,117,,
το κελάρι,4478,General,117,,
παντρεύεσαι,4480,General,117,,
το μωρο,4484,General,117,,
η δεξίωση,4485,General,117,,
καλαμπόκι,4486,General,117,,
τσι,4487,General,117,,
η ουλή,4488,General,117,,
το αντίδοτο,4490,General,117,,
κάψει / έκαψε,4491,General,117,,
το δέξου,4492,General,117,,
το λένι,4493,General,117,,
ο φάκελός,4494,General,117,,
η αρχίδις,4495,General,117,,
το μοτίβο,4497,General,117,,
το κόσμους,4499,General,117,,
ο διευθυντάς,4500,General,117,,
σταθώ / σταθούσα,4501,General,117,,
η ειρωνεία,4502,General,117,,
εξι,4507,General,117,,
απασχολημένοι,4508,General,117,,
σπέσιαλ,4509,General,117,,
ο χέσες,4510,General,117,,
ελατε,4511,General,117,,
η ατυχήματα,4512,General,117,,
η κλίμακα,4513,General,117,,
άχρηστη,4514,General,118,,
το βενζινάδικο,4515,General,118,,
ο πωλητής,4516,General,118,,
το ρούμπι,4517,General,118,,
το βούλωσ,4518,General,118,,
μπέι,4519,General,118,,
οζ,4522,General,118,,
το πρότυπο,4523,General,118,,
το σιν,4524,General,118,,
το οράμα,4525,General,118,,
βολεύω / βόλεψα,4527,General,118,,
οι κυνηγοί,4528,General,118,,
τάνια,4529,General,118,,
μποντ,4530,General,118,,
αριζόνα,4531,General,118,,
το ξυπνάω,4532,General,118,,
μόνιμος,4533,General,118,,
ο τραυματίας,4534,General,118,,
καλού,4535,General,118,,
το όφελος,4536,General,118,,
το άστρο,4537,General,118,,
το περιθώριο,4538,General,118,,
αγαπάτε,4539,General,118,,
ηνωμένος,4540,General,118,,
η τσίχλα,4541,General,118,,
το τόπου,4542,General,118,,
το τόμυ,4543,General,118,,
η φιγούρα,4544,General,118,,
χρυσού,4546,General,118,,
αυθεντικός,4547,General,118,,
το μπαλκόνι,4548,General,119,,
η σωτηρία,4549,General,119,,
το κοινό,4550,General,119,,
παραείμαι / παραήμουν,4551,General,119,,
ο εξάμηνος,4552,General,119,,
έντονο,4553,General,119,,
η ακτίνη,4554,General,119,,
ο ιστός,4555,General,119,,
η μπούρδα,4557,General,119,,
το κούρεμα,4559,General,119,,
επιλέξει / επέλεξε,4561,General,119,,
το σάντρο,4562,General,119,,
το βαλεντίνου,4563,General,119,,
εμπλέκω / έμπλεξα,4564,General,119,,
